order_id,order_date,product_id,seller_id,customer_id,units_sold,price,discount,shipping_cost,order_status,review_rating
1318,2025-07-11,101668,934,101124,5,122.96,0.22,10.27,enviado,3.9
1319,2025-10-08,101163,37,101926,4,328.45,0.14,7.86,enviado,4.3
1320,2025-06-09,102215,285,104819,4,157.2,0.29,6.49,entregado,2.5
1321,2025-11-23,100155,884,103135,4,227.57,0.07,14.48,entregado,2.7
1322,2025-07-22,100429,677,102500,1,275.36,0.1,5.65,entregado,4.0
1323,2026-01-02,102755,945,102151,5,116.11,0.01,23.14,entregado,2.7
1324,2025-06-22,103503,802,100468,1,281.11,0.29,28.31,enviado,4.4
1325,2026-04-13,104381,475,103473,5,362.42,0.23,11.5,enviado,2.9
1326,2025-08-07,101952,136,100125,3,401.8,0.29,7.14,pendiente,4.1
1327,2026-03-13,102424,346,104679,4,28.92,0.08,11.72,enviado,4.1
1328,2025-06-20,104981,13,101019,3,288.54,0.1,11.61,pendiente,2.8
1329,2025-05-23,100142,451,100073,4,28.13,0.11,20.94,entregado,1.9
1330,2025-05-19,100480,594,100652,3,449.55,0.17,28.83,enviado,1.7
1331,2025-06-29,102263,266,104055,2,121.44,0.05,26.78,entregado,1.2
1332,2026-02-27,100938,671,100316,2,345.38,0.26,19.5,pendiente,3.2
1333,2025-08-23,101868,63,102123,3,17.9,0.25,26.24,entregado,3.9
1334,2025-12-13,104920,241,102865,1,47.96,0.13,17.78,pendiente,1.8
1335,2026-02-10,104673,381,103408,1,324.52,0.26,8.58,enviado,3.4
1336,2026-03-12,102952,344,103344,3,240.64,0.29,20.55,pendiente,2.5
1337,2025-12-03,102383,953,101230,5,22.51,0.18,25.2,entregado,3.9
1338,2026-04-18,104164,803,104764,3,470.57,0.11,19.57,entregado,3.9
1339,2025-08-16,103122,781,100643,1,479.73,0.3,19.14,entregado,3.5
1340,2025-10-13,103425,552,100994,5,401.12,0.18,21.48,entregado,2.8
1341,2025-06-13,102206,200,104713,3,456.42,0.1,24.98,enviado,1.9
1342,2025-10-25,102579,767,100946,2,228.05,0.29,15.25,pendiente,2.4
1343,2026-01-18,104143,79,102968,4,306.56,0.13,15.47,entregado,4.3
1344,2025-08-22,101027,948,104405,2,390.46,0.12,19.62,pendiente,3.4
1345,2026-01-22,102351,350,102572,1,49.94,0.13,29.58,entregado,3.0
1346,2025-09-29,101623,922,101474,4,17.6,0.04,11.58,entregado,3.8
1347,2025-08-09,103850,761,100828,2,436.03,0.25,5.6,pendiente,5.0
1348,2025-11-06,101085,528,104337,4,453.09,0.11,15.06,entregado,2.0
1349,2025-11-21,102404,122,102760,3,299.82,0.18,29.85,pendiente,1.3
1350,2025-11-03,102908,973,103678,4,319.11,0.22,15.89,enviado,3.8
1351,2025-10-13,101503,742,104830,5,51.06,0.27,19.84,enviado,3.7
1352,2025-05-27,103716,389,102626,4,96.59,0.22,11.98,pendiente,1.9
1353,2025-12-14,104042,350,100396,5,263.66,0.16,17.71,enviado,2.1
1354,2025-05-11,103147,327,101462,2,30.55,0.28,27.06,entregado,1.8
1355,2026-04-06,104253,285,104712,5,164.04,0.1,9.14,enviado,2.1
1356,2025-10-10,103596,230,101388,3,470.21,0.08,20.15,pendiente,4.7
1357,2026-02-05,102283,145,100787,2,280.56,0.15,9.22,entregado,4.6
1358,2025-08-29,104423,551,101599,1,249.3,0.25,14.24,enviado,4.8
1359,2025-12-16,104679,437,103645,5,71.83,0.14,27.95,entregado,3.8
1360,2025-08-01,100983,456,103542,4,138.9,0.26,29.83,entregado,3.7
1361,2025-05-06,102898,823,100648,2,366.41,0.1,17.68,enviado,2.8
1362,2025-05-31,104202,689,100607,3,447.21,0.01,7.51,entregado,4.2
1363,2025-07-23,102602,195,104573,1,475.1,0.19,11.15,entregado,2.5
1364,2026-01-12,101804,690,101603,3,240.36,0.15,9.68,enviado,2.1
1365,2026-03-16,101627,651,100727,5,430.01,0.22,5.08,pendiente,3.0
1366,2026-03-26,101709,728,101460,1,214.9,0.08,14.51,entregado,1.9
1367,2025-12-05,102857,496,104346,2,440.17,0.25,26.88,entregado,2.9
1368,2025-12-10,103213,613,102926,5,245.67,0.03,7.81,enviado,2.7
1369,2025-05-04,103664,334,102027,4,66.75,0.14,12.97,pendiente,2.4
1370,2026-02-17,103262,722,101050,4,421.66,0.26,20.03,entregado,1.9
1371,2026-01-12,102384,275,104158,2,446.01,0.23,6.52,enviado,2.0
1372,2026-03-11,102602,422,103207,4,218.35,0.08,6.37,enviado,3.9
1373,2025-08-08,102784,652,100374,3,229.34,0.07,26.89,entregado,1.8
1374,2025-12-05,100904,971,102701,2,306.43,0.01,23.06,enviado,1.4
1375,2025-05-11,102731,935,102890,5,41.1,0.01,10.26,entregado,1.8
1376,2026-02-16,101287,859,104389,4,431.26,0.07,25.03,enviado,2.3
1377,2026-02-13,101767,567,102038,1,27.68,0.01,28.51,pendiente,3.0
1378,2025-07-03,103973,44,101286,3,157.72,0.07,24.31,pendiente,1.1
1379,2025-10-25,101013,833,103096,4,74.28,0.22,11.75,pendiente,1.3
1380,2025-11-13,104133,740,103403,1,17.22,0.25,20.12,pendiente,1.4
1381,2026-01-04,104819,812,103205,2,417.42,0.26,24.62,enviado,3.0
1382,2025-10-14,100192,310,102246,4,109.31,0.08,21.4,enviado,2.5
1383,2026-04-16,103519,96,101821,4,284.89,0.15,27.69,entregado,3.0
1384,2025-08-12,103133,18,104072,4,476.21,0.23,22.86,enviado,1.9
1385,2025-07-05,100204,407,101902,4,191.21,0.17,21.07,enviado,1.6
1386,2025-12-09,100686,98,104595,2,111.76,0.28,19.84,pendiente,1.6
1387,2025-10-12,103880,536,104642,2,38.88,0.15,15.3,entregado,2.4
1388,2025-12-28,101234,38,102634,5,303.38,0.26,11.7,pendiente,4.0
1389,2026-03-08,104004,559,104095,3,480.14,0.07,16.53,enviado,3.1
1390,2025-11-02,100668,944,100861,4,352.64,0.11,23.92,pendiente,3.1
1391,2025-05-31,100996,171,101617,4,436.18,0.03,27.14,enviado,1.7
1392,2025-10-25,104298,499,101146,5,214.89,0.0,7.94,enviado,3.9
1393,2025-09-08,102221,536,102641,5,445.88,0.17,9.15,enviado,3.1
1394,2025-10-01,101675,823,103042,5,306.21,0.14,10.27,enviado,4.7
1395,2025-09-02,101109,169,104296,4,14.81,0.12,8.76,pendiente,5.0
1396,2025-08-28,100046,320,101538,2,350.08,0.16,13.28,pendiente,3.5
1397,2026-01-11,104870,161,100547,3,321.81,0.27,13.62,pendiente,4.7
1398,2025-06-05,102250,292,103492,5,367.37,0.11,24.17,enviado,3.2
1399,2026-03-25,101660,80,104855,2,60.46,0.06,9.46,entregado,1.4
1400,2025-06-27,104279,602,103138,3,292.07,0.26,20.12,entregado,4.5
1401,2025-09-01,103879,215,101378,1,393.85,0.3,7.28,entregado,1.6
1402,2025-10-02,101351,487,100003,3,48.12,0.29,8.42,enviado,2.7
1403,2026-01-20,103865,335,102479,5,382.4,0.07,14.83,enviado,3.8
1404,2025-11-04,102909,320,104277,3,270.04,0.26,26.05,pendiente,4.8
1405,2025-08-15,102276,729,101171,4,284.64,0.15,24.72,entregado,1.5
1406,2026-01-08,103567,668,102853,2,22.39,0.11,16.65,entregado,2.4
1407,2025-09-28,103475,219,104586,2,197.4,0.05,23.69,pendiente,1.8
1408,2026-03-07,102958,539,101597,1,297.23,0.1,27.78,enviado,3.0
1409,2026-02-15,100107,622,102237,1,327.14,0.19,14.96,entregado,3.8
1410,2025-11-25,102247,641,100469,5,413.43,0.26,28.19,entregado,3.5
1411,2025-05-10,104017,178,103879,5,405.64,0.01,5.72,entregado,1.6
1412,2025-10-19,101450,892,101079,1,215.59,0.25,6.4,entregado,3.8
1413,2025-05-30,102575,100,104458,3,491.87,0.06,20.35,pendiente,2.3
1414,2025-08-26,102593,920,101387,5,363.85,0.11,5.35,entregado,2.6
1415,2025-08-02,100504,67,101581,5,82.28,0.08,9.31,pendiente,2.1
1416,2025-08-29,101628,706,104141,4,94.75,0.22,25.95,pendiente,2.2
1417,2025-06-10,104593,360,100965,3,238.46,0.25,7.15,enviado,1.4
1418,2026-02-20,100742,187,100708,2,165.58,0.19,5.5,pendiente,4.2
1419,2025-09-29,101782,654,103069,4,49.82,0.22,11.17,entregado,3.6
1420,2026-03-27,101566,766,101088,3,36.13,0.21,9.45,pendiente,3.3
1421,2025-11-11,103392,232,101543,3,442.95,0.05,12.37,entregado,2.8
1422,2026-03-12,100758,502,102910,5,188.17,0.23,18.08,entregado,3.7
1423,2025-04-26,101397,38,104795,4,86.3,0.17,29.84,enviado,2.4
1424,2026-01-06,102365,213,102804,5,280.29,0.22,11.72,entregado,4.1
1425,2026-03-29,102116,224,103832,3,25.41,0.03,21.46,pendiente,2.9
1426,2025-11-22,103828,601,102646,3,286.25,0.2,27.53,enviado,3.8
1427,2025-10-22,102940,891,100065,2,216.49,0.1,21.2,pendiente,1.7
1428,2025-10-03,102933,314,101334,4,277.92,0.23,15.98,entregado,2.8
1429,2025-05-17,104719,712,103564,4,242.05,0.07,23.08,entregado,2.4
1430,2025-07-07,103287,308,100329,2,383.95,0.27,17.67,enviado,2.7
1431,2025-11-13,102207,977,104731,4,300.61,0.05,9.16,enviado,4.5
1432,2025-09-13,104294,204,104653,2,73.65,0.1,29.0,pendiente,2.2
1433,2025-12-23,101159,821,102836,4,204.04,0.14,21.47,pendiente,4.5
1434,2026-02-13,102469,315,100659,2,125.73,0.06,7.25,pendiente,1.6
1435,2025-11-05,104550,866,103066,1,243.9,0.1,16.77,entregado,2.6
1436,2025-12-24,101741,935,103870,4,417.36,0.21,24.08,pendiente,2.6
1437,2025-10-14,102608,782,101094,4,388.9,0.27,25.49,entregado,4.5
1438,2026-02-15,104891,404,104376,1,179.96,0.2,29.26,pendiente,1.9
1439,2025-05-16,104986,183,101927,3,187.52,0.15,5.04,entregado,4.0
1440,2025-07-14,100633,662,101885,2,254.98,0.01,12.55,pendiente,2.4
1441,2025-08-07,101474,436,101235,3,162.44,0.2,17.02,enviado,4.8
1442,2025-11-25,103455,184,101340,4,344.35,0.25,16.62,pendiente,2.4
1443,2025-06-15,100831,672,103314,1,88.83,0.04,17.67,entregado,2.8
1444,2026-04-21,103983,670,103291,4,387.97,0.09,11.47,entregado,1.5
1445,2025-08-15,103689,515,103055,4,358.89,0.25,29.29,pendiente,4.1
1446,2025-10-13,103474,545,103142,1,83.69,0.1,28.35,entregado,2.0
1447,2026-04-03,104219,833,103728,4,33.79,0.08,8.04,enviado,2.8
1448,2026-01-22,100411,911,104910,3,133.64,0.1,12.4,pendiente,3.2
1449,2025-10-31,101465,301,102924,4,18.58,0.1,20.9,entregado,1.4
1450,2025-06-12,100300,545,103246,2,95.86,0.16,8.15,pendiente,3.5
1451,2025-05-07,103532,915,102251,3,486.21,0.21,11.1,entregado,4.3
1452,2025-12-26,104662,470,100333,1,170.03,0.01,20.23,entregado,3.6
1453,2025-12-18,100829,392,104200,1,175.51,0.19,12.55,enviado,1.1
1454,2026-03-02,102105,739,100650,4,482.93,0.24,19.27,enviado,3.5
1455,2025-07-27,104417,875,101997,1,193.38,0.14,24.02,enviado,2.1
1456,2026-01-26,101522,284,104109,1,306.27,0.27,21.96,enviado,1.0
1457,2025-06-26,101697,20,103395,2,144.64,0.14,24.76,entregado,2.3
1458,2025-08-24,101814,231,100149,3,118.32,0.18,23.2,entregado,4.3
1459,2025-11-25,104817,431,104877,3,275.31,0.14,18.94,enviado,2.4
1460,2025-05-01,102838,843,103641,2,236.35,0.22,10.27,entregado,1.7
1461,2025-11-26,103196,262,103301,1,333.74,0.17,6.97,enviado,3.2
1462,2025-10-01,102829,86,101701,5,190.9,0.09,12.88,entregado,2.9
1463,2025-06-01,101278,640,104792,2,315.89,0.17,15.38,pendiente,4.0
1464,2025-07-22,102326,570,104021,2,193.89,0.16,14.46,pendiente,1.4
1465,2026-03-18,101789,217,100907,5,151.78,0.26,24.17,entregado,4.9
1466,2026-04-15,104507,419,102884,2,214.91,0.18,12.99,enviado,3.5
1467,2025-06-09,102604,515,104388,5,202.16,0.26,17.37,enviado,2.1
1468,2025-10-22,103682,161,101456,4,151.32,0.16,13.35,enviado,3.6
1469,2025-06-10,100806,393,104753,4,487.38,0.12,20.91,entregado,1.9
1470,2026-01-02,104995,635,104124,1,303.79,0.22,28.64,enviado,3.4
1471,2026-03-15,101364,583,103866,1,476.4,0.01,20.03,entregado,2.6
1472,2025-06-24,104189,885,101582,2,234.31,0.22,10.98,enviado,4.7
1473,2025-11-05,101637,331,101087,3,41.76,0.01,19.44,enviado,2.0
1474,2026-04-23,104942,455,101982,2,486.67,0.15,7.78,entregado,4.4
1475,2026-01-29,101305,251,103787,1,13.37,0.01,21.92,entregado,5.0
1476,2025-08-17,103157,73,103417,3,442.84,0.16,22.89,entregado,3.6
1477,2025-11-09,104376,732,100195,4,245.6,0.22,12.32,enviado,4.3
1478,2026-01-24,100327,373,103273,5,318.34,0.13,24.69,pendiente,1.6
1479,2025-08-10,102151,777,104750,1,363.78,0.11,21.41,pendiente,4.7
1480,2025-10-04,103954,216,102167,1,171.71,0.21,16.46,entregado,3.0
1481,2026-03-16,102005,776,102130,3,154.69,0.13,24.68,entregado,2.0
1482,2025-10-30,102256,609,100293,2,82.53,0.09,10.53,enviado,3.3
1483,2025-10-26,102386,315,101297,5,320.61,0.14,16.0,enviado,1.6
1484,2025-07-29,101054,151,104977,3,430.98,0.08,10.7,pendiente,3.3
1485,2025-10-20,101216,599,100099,3,188.44,0.15,26.76,entregado,2.6
1486,2025-11-26,101396,996,102820,2,297.7,0.15,18.08,enviado,4.5
1487,2025-06-21,103976,664,101386,5,246.21,0.15,14.5,entregado,4.8
1488,2025-09-21,102805,231,102534,2,119.91,0.08,24.45,pendiente,3.6
1489,2025-07-09,102921,511,103763,5,457.22,0.27,26.0,entregado,4.6
1490,2026-04-19,101660,373,100270,4,316.94,0.29,17.69,enviado,3.2
1491,2025-12-14,104381,867,104406,1,485.51,0.02,19.17,pendiente,2.0
1492,2025-11-09,101497,707,102008,2,347.92,0.14,6.01,entregado,2.1
1493,2026-02-09,102274,94,101557,1,454.01,0.04,12.57,pendiente,1.9
1494,2026-04-02,104798,780,104762,4,237.49,0.16,24.54,enviado,4.2
1495,2025-06-18,100599,202,103919,1,226.53,0.14,7.5,entregado,1.9
1496,2026-03-27,103992,308,104664,1,295.04,0.26,7.79,enviado,4.1
1497,2025-05-23,101596,604,103738,1,133.36,0.12,11.77,entregado,1.7
1498,2025-08-11,104156,495,104213,3,476.2,0.09,26.68,pendiente,2.4
1499,2026-02-20,104598,516,102530,4,64.62,0.23,9.55,pendiente,2.3
1500,2026-02-26,104175,482,104062,2,97.61,0.23,21.82,pendiente,4.7
1501,2026-03-23,103631,351,104413,2,104.86,0.03,10.8,enviado,3.0
1502,2025-10-04,102622,785,104346,4,60.43,0.09,20.24,entregado,3.7
1503,2025-09-04,102653,161,101573,4,395.05,0.26,20.25,pendiente,2.3
1504,2026-04-23,104231,486,104877,4,392.08,0.08,28.32,enviado,4.7
1505,2026-02-25,102488,380,101188,3,173.52,0.11,23.63,enviado,2.2
1506,2025-11-09,104615,403,103418,1,383.49,0.12,29.22,enviado,3.6
1507,2025-08-07,101147,999,103743,3,19.55,0.21,10.22,entregado,2.0
1508,2026-03-10,103060,25,102637,4,397.55,0.1,19.0,pendiente,4.2
1509,2025-04-26,104121,451,102245,1,46.47,0.05,23.07,entregado,3.4
1510,2025-08-13,100377,800,103196,4,132.42,0.3,19.65,pendiente,1.4
1511,2026-02-01,102808,283,104407,3,224.68,0.09,16.8,entregado,1.3
1512,2025-08-19,103390,845,101244,2,299.01,0.17,19.05,enviado,2.0
1513,2026-03-17,104692,560,102136,5,270.2,0.09,5.55,pendiente,4.5
1514,2025-12-09,102572,981,102960,4,376.16,0.06,13.03,pendiente,2.8
1515,2025-12-07,102729,204,102122,3,305.77,0.28,8.51,entregado,2.6
1516,2026-01-07,103247,826,103985,1,417.52,0.02,29.74,enviado,1.1
1517,2025-11-02,103582,33,104131,3,397.17,0.15,19.37,entregado,1.3
1518,2026-03-28,100619,579,100755,5,392.49,0.16,24.96,pendiente,3.3
1519,2025-06-22,103838,625,101564,1,385.89,0.13,11.92,enviado,4.6
1520,2025-10-16,101247,667,102707,1,99.02,0.17,16.35,entregado,4.0
1521,2025-11-21,103543,911,100176,4,291.62,0.0,25.71,pendiente,1.0
1522,2025-10-31,102641,438,101233,3,429.23,0.18,24.19,entregado,2.8
1523,2025-09-07,101642,789,104706,3,447.69,0.21,19.42,pendiente,4.1
1524,2025-09-02,101689,316,101488,1,22.85,0.18,26.12,pendiente,3.2
1525,2025-11-26,100568,336,102584,2,332.5,0.06,9.08,enviado,1.9
1526,2026-02-16,101780,791,102911,1,77.28,0.27,15.99,enviado,1.1
1527,2025-11-23,101709,390,100404,4,224.89,0.06,24.27,entregado,4.3
1528,2025-09-19,100761,993,101435,5,457.51,0.22,8.04,pendiente,1.5
1529,2025-10-19,104007,759,104955,3,377.34,0.1,9.77,pendiente,4.2
1530,2026-04-23,102948,490,102092,5,64.88,0.14,5.18,enviado,2.6
1531,2025-08-28,100820,364,102953,3,419.9,0.13,26.2,enviado,1.9
1532,2026-03-29,100692,667,103193,4,17.77,0.29,23.24,enviado,1.2
1533,2025-07-08,102040,182,104626,1,72.69,0.05,22.38,pendiente,1.2
1534,2026-01-21,101719,888,102401,3,312.6,0.25,15.48,pendiente,4.7
1535,2025-07-27,101241,760,101488,3,440.75,0.03,9.06,enviado,1.8
1536,2025-12-04,103307,641,103058,3,314.74,0.01,5.65,pendiente,4.6
1537,2025-09-21,100281,753,101183,4,32.78,0.11,19.96,entregado,1.7
1538,2025-07-25,100821,16,102857,2,55.14,0.3,7.81,enviado,2.9
1539,2026-03-24,103401,877,104397,4,75.86,0.18,20.92,enviado,2.9
1540,2026-02-21,102105,132,102646,5,189.14,0.18,22.91,enviado,3.0
1541,2025-10-02,104680,201,101031,2,262.22,0.24,8.56,entregado,1.3
1542,2025-05-12,100777,735,103309,3,444.59,0.03,10.66,pendiente,3.9
1543,2025-08-27,102467,337,103786,5,264.76,0.17,27.09,pendiente,2.3
1544,2026-02-09,103071,678,101190,5,370.84,0.26,23.7,enviado,3.5
1545,2025-10-26,101622,187,100118,2,320.97,0.25,10.95,enviado,2.3
1546,2026-01-24,104687,493,103964,3,102.0,0.26,29.27,enviado,2.8
1547,2026-04-15,101760,465,102153,5,225.53,0.22,21.39,entregado,4.7
1548,2026-03-07,102763,914,101527,3,177.08,0.26,24.3,enviado,3.7
1549,2025-09-21,102805,782,104253,3,40.93,0.11,21.06,entregado,1.5
1550,2025-09-22,101861,999,103748,1,68.94,0.21,8.16,enviado,2.2
1551,2026-01-08,103574,567,100680,5,99.48,0.25,27.14,entregado,1.8
1552,2026-02-27,101818,795,100137,2,369.37,0.11,20.02,pendiente,3.3
1553,2026-03-10,104347,538,100385,5,187.7,0.07,28.68,entregado,1.7
1554,2026-01-04,101301,103,101357,5,120.87,0.28,22.9,entregado,4.8
1555,2025-06-24,104995,435,101657,3,33.97,0.29,15.02,enviado,4.6
1556,2025-11-04,103451,916,103904,4,167.74,0.22,12.5,pendiente,2.0
1557,2025-05-10,104553,685,102553,2,462.3,0.18,28.98,pendiente,4.0
1558,2025-06-14,101150,148,103940,2,384.65,0.24,28.77,pendiente,2.6
1559,2025-11-07,101307,662,103433,4,299.79,0.07,13.76,pendiente,4.9
1560,2025-12-11,102263,144,103289,1,365.73,0.18,21.81,pendiente,2.8
1561,2025-09-01,102257,779,102683,1,322.01,0.16,18.11,entregado,3.4
1562,2026-03-29,101903,677,103591,3,412.9,0.16,20.25,pendiente,1.3
1563,2025-06-03,102797,897,102230,1,196.94,0.27,7.82,enviado,2.7
1564,2026-03-31,101380,898,103992,3,120.07,0.03,29.94,entregado,4.8
1565,2026-03-20,102971,248,104052,4,216.62,0.19,26.63,enviado,4.4
1566,2025-10-13,102260,927,102062,5,171.13,0.2,11.28,enviado,1.3
1567,2025-06-03,100829,731,103978,2,297.03,0.07,15.84,enviado,1.4
1568,2025-11-16,103997,575,104970,5,194.15,0.16,28.13,enviado,1.2
1569,2026-04-14,100884,605,100808,5,56.51,0.29,10.97,entregado,3.7
1570,2025-10-20,104947,432,103226,1,180.18,0.24,26.31,entregado,4.5
1571,2025-05-01,100306,963,103267,4,337.84,0.01,19.17,pendiente,3.5
1572,2026-01-31,102695,102,102395,4,402.93,0.22,26.24,enviado,2.4
1573,2025-06-20,102819,361,102038,3,228.54,0.01,16.46,entregado,2.1
1574,2025-10-02,101316,215,104576,5,327.66,0.22,23.83,pendiente,4.4
1575,2026-03-30,100729,342,102882,5,273.74,0.24,29.15,enviado,4.3
1576,2026-01-05,100830,937,100741,4,163.33,0.15,9.65,enviado,1.8
1577,2025-06-24,103977,360,102761,4,448.93,0.23,28.98,enviado,1.1
1578,2025-05-25,101555,596,102544,5,353.11,0.17,23.92,entregado,1.7
1579,2025-10-25,100623,204,100765,1,358.72,0.27,21.58,enviado,1.6
1580,2026-02-23,102787,546,102899,4,75.19,0.12,26.13,entregado,4.3
1581,2025-08-06,102408,629,104671,1,168.68,0.07,25.65,pendiente,3.2
1582,2025-09-04,102243,27,104051,2,418.29,0.29,11.13,pendiente,2.8
1583,2025-12-24,101770,149,100102,3,129.4,0.01,20.31,enviado,2.7
1584,2026-01-20,104516,582,101575,4,101.17,0.16,14.99,entregado,4.6
1585,2025-09-27,103172,765,102143,3,403.68,0.08,14.26,pendiente,2.3
1586,2026-01-03,102926,79,101102,3,431.37,0.3,11.17,entregado,3.3
1587,2025-05-27,100792,940,104158,4,272.33,0.03,25.66,pendiente,3.9
1588,2026-03-22,104539,841,101835,4,141.88,0.25,16.51,enviado,3.0
1589,2025-08-31,103574,67,101404,1,284.38,0.17,6.44,enviado,2.9
1590,2026-03-23,101212,66,102904,1,477.82,0.08,11.3,entregado,1.1
1591,2026-01-12,104897,503,103530,2,493.24,0.06,16.3,entregado,3.8
1592,2026-03-25,102496,339,101906,5,401.22,0.15,15.18,entregado,4.9
1593,2025-11-19,104808,323,100056,5,35.96,0.23,19.69,pendiente,3.5
1594,2025-09-20,104340,424,101321,2,131.91,0.18,23.97,pendiente,4.3
1595,2025-08-26,100242,665,104055,1,172.58,0.03,15.09,entregado,4.8
1596,2025-12-25,103174,825,103339,4,351.24,0.04,13.58,pendiente,2.2
1597,2026-01-30,101454,725,103526,3,254.84,0.06,15.04,pendiente,2.4
1598,2026-04-05,100669,348,103701,1,266.69,0.01,20.15,entregado,1.2
1599,2026-02-14,103057,98,101381,1,482.16,0.16,5.12,enviado,2.2
1600,2025-11-01,104654,577,103071,1,478.3,0.06,20.52,pendiente,3.1
1601,2026-03-30,102829,100,101268,5,193.34,0.05,16.02,pendiente,3.0
1602,2025-11-22,103647,32,100318,5,445.23,0.24,8.01,enviado,4.7
1603,2025-05-09,100883,358,101478,5,264.06,0.27,17.44,entregado,1.6
1604,2025-12-21,102764,961,103725,5,417.57,0.24,28.6,entregado,3.2
1605,2025-05-22,102772,253,102996,2,127.33,0.25,9.71,enviado,1.2
1606,2025-07-26,100481,939,103936,5,58.4,0.16,21.59,enviado,4.6
1607,2025-12-27,104613,589,104358,5,203.15,0.16,10.02,enviado,1.5
1608,2026-01-16,101623,300,103493,4,223.22,0.02,5.6,pendiente,2.3
1609,2026-04-18,103966,625,103186,3,253.83,0.24,12.18,entregado,3.8
1610,2025-08-15,104322,852,100342,2,473.92,0.09,19.69,entregado,3.2
1611,2025-07-23,102570,757,100393,5,23.7,0.29,14.62,enviado,4.9
1612,2026-02-10,100430,844,103554,5,266.75,0.05,14.27,entregado,1.2
1613,2025-05-31,101758,102,103746,2,447.25,0.21,6.82,pendiente,3.0
1614,2025-10-11,104679,656,100128,1,461.82,0.06,22.23,enviado,1.0
1615,2025-06-03,101970,676,102710,2,493.67,0.25,14.29,enviado,1.2
1616,2026-02-15,101161,614,102017,5,337.58,0.26,15.57,entregado,3.8
1617,2025-12-28,102538,210,102234,4,348.24,0.12,15.34,enviado,4.4
1618,2026-01-24,101553,837,104000,3,304.06,0.19,14.89,entregado,4.1
1619,2026-03-30,101056,679,101827,1,322.42,0.03,27.56,enviado,1.3
1620,2025-06-04,104399,336,101372,3,478.11,0.21,22.38,enviado,3.1
1621,2025-10-15,102333,877,104671,3,63.16,0.04,25.57,pendiente,4.8
1622,2025-06-29,104545,867,104080,2,72.29,0.3,16.72,pendiente,1.4
1623,2026-01-20,100312,854,103180,2,50.97,0.21,6.69,enviado,3.5
1624,2025-08-20,103589,757,101170,4,302.53,0.01,28.34,pendiente,4.1
1625,2026-04-11,102605,45,104660,1,474.81,0.1,28.76,pendiente,2.4
1626,2025-05-07,101644,924,100463,4,196.22,0.28,17.64,pendiente,1.7
1627,2025-05-13,101593,344,103596,1,436.96,0.02,11.14,entregado,2.2
1628,2025-08-29,101320,147,104483,3,37.79,0.21,15.25,entregado,1.1
1629,2026-03-01,101392,742,102636,3,28.83,0.27,22.11,pendiente,2.5
1630,2025-05-17,104610,60,103175,5,68.62,0.07,20.71,entregado,3.2
1631,2025-08-17,100163,665,103903,5,325.95,0.08,20.4,enviado,4.6
1632,2025-09-12,101947,700,104019,5,132.52,0.29,20.92,enviado,4.7
1633,2025-09-18,101255,466,104395,3,119.68,0.09,23.27,enviado,5.0
1634,2025-10-10,101314,377,100172,4,404.67,0.04,16.5,entregado,4.5
1635,2025-06-21,101860,412,101025,3,111.97,0.12,27.09,enviado,3.9
1636,2025-07-29,103637,976,103183,4,188.14,0.1,14.97,entregado,3.1
1637,2025-11-18,102016,223,101565,5,105.35,0.26,21.48,entregado,2.5
1638,2025-10-03,103796,562,103345,3,325.56,0.06,8.53,pendiente,3.2
1639,2025-12-01,103706,308,103377,1,107.71,0.1,27.25,entregado,2.5
1640,2026-01-15,104240,443,101478,4,21.68,0.06,19.18,pendiente,2.1
1641,2026-02-27,104616,788,101277,4,291.78,0.24,8.77,enviado,2.9
1642,2025-07-04,101070,781,103987,3,309.08,0.23,18.26,entregado,4.5
1643,2025-07-01,100796,806,100536,1,20.52,0.28,26.74,enviado,4.4
1644,2025-07-02,102567,954,102923,2,374.36,0.29,12.69,pendiente,2.5
1645,2025-05-26,102585,598,103659,4,175.92,0.05,12.58,entregado,1.6
1646,2025-12-18,101246,168,103402,1,270.83,0.19,8.96,entregado,3.5
1647,2026-03-30,102304,707,102044,1,335.3,0.04,16.12,pendiente,1.5
1648,2025-09-21,103121,485,103108,4,93.52,0.01,22.2,enviado,4.7
1649,2025-12-22,104792,586,101490,4,448.05,0.29,28.67,entregado,2.4
1650,2026-01-16,102784,88,103031,1,96.85,0.19,21.93,pendiente,1.4
1651,2025-07-28,101615,985,102628,3,358.59,0.28,7.08,entregado,4.9
1652,2025-11-05,104053,17,104836,4,495.93,0.11,11.32,entregado,2.1
1653,2026-04-15,104264,926,100193,4,166.1,0.05,21.24,entregado,2.2
1654,2025-12-08,103678,444,102765,1,143.69,0.3,21.42,entregado,1.3
1655,2025-06-20,104517,33,101071,5,15.23,0.17,12.57,pendiente,4.6
1656,2025-07-25,103114,398,100295,3,351.46,0.1,25.08,enviado,2.6
1657,2025-10-22,102803,136,102837,3,280.67,0.15,11.67,enviado,4.7
1658,2025-12-29,100695,825,102611,5,448.95,0.01,8.21,pendiente,2.0
1659,2025-08-02,101451,383,100533,2,290.24,0.07,7.18,pendiente,1.0
1660,2025-10-21,100111,755,102795,5,44.49,0.17,29.14,enviado,3.5
1661,2025-08-03,102711,805,100867,5,69.77,0.21,9.99,entregado,4.7
1662,2026-01-09,101521,94,100751,1,222.15,0.21,10.26,entregado,1.3
1663,2025-04-29,102625,641,104337,2,243.26,0.06,29.7,entregado,3.8
